Accuracy,Precision,#TN,#FN,#TP,#FP,Recall (True positive rate),True Negative Rate,False Positive Rate,False Negative rate
0.999202004102441,0.8405276127956791,32754.511904761905,25.88095238095238,31.80952380952381,1.1547619047619047,0.37359910512903005,0.9999402566246998,5.9743375300033415e-05,0.6025913710614462
