Accuracy,Precision,#TN,#FN,#TP,#FP,Recall (True positive rate),True Negative Rate,False Positive Rate,False Negative rate
0.9991162876479512,0.7872947531296229,32753.833333333332,25.464285714285715,32.845238095238095,1.2142857142857142,0.3366658628634317,0.9999724639523105,2.753604768952709e-05,0.6395246133270442
