Accuracy;Precision;#TN;#FN;#TP;#FP;Recall (True positive rate);True Negative Rate;False Positive Rate;False Negative rate
0.9979184588129432;0.6858868539052306;1.913.204.761.904.760;45.392.857.142.857.100;12.595.238.095.238.000;20.357.142.857.142.800;0.21475102721428652;0.9999122053006256;8,78E+10;0.7614394489761894
